POINT (116.385751 39.9325265)	269491228	荷花市场	16010000	观光景点
POINT (116.4283525 39.9061804)	269693885	北京古观象台	16010000	观光景点
POINT (116.4102928 39.9137064)	269698692	Palace Hotel	12010000	星级酒店
POINT (116.3826639 39.9254171)	269704412	Long Corridor	16010000	观光景点
POINT (116.2734196 39.9894163)	269708600	铜牛	16010000	观光景点
POINT (116.3022486 40.0123565)	269719790	万花阵	16010000	观光景点
POINT (116.3066351 40.0121153)	269720154	大水法	16010000	观光景点
POINT (116.3941884 39.917101)	271287530	九龙壁	16010000	观光景点
POINT (116.155674 39.9362881)	271818150	中国冰川博物馆	15050000	博物馆
